RDF010u,RDF055m,RDF010i,nArNH2,B06[N-Br],B07[O-F],F03[F-Cl],F08[N-O],alvo
9.07156568516549,23.9954927593643,11.6251221324615,0,0,1,0,0,6.431798275933005
7.78789901144832,4.80806986633782,10.434338005297,1,0,0,1,1,6.468521082957745
7.31059362381176,8.48397666436897,9.85794381931611,1,0,0,2,1,5.388276691992658
8.9886946730764,4.34366706025859,11.884415818832,1,0,0,0,1,5.6439741428068775
8.25696034105421,4.17616335051455,11.0007734394868,1,1,0,0,1,6.1249387366083
8.28142530068126,5.84926588310415,11.0303189148232,1,0,0,0,1,5.681936665037238
8.70257310110465,10.1843190091178,11.1936181135962,0,0,0,0,2,5.882728704344236
10.6745036274408,5.66197075614241,13.5749167496249,0,0,0,0,1,6.7447274948966935
9.76865986436809,5.73031399190404,13.1662231760398,1,0,0,0,1,5.943095148663527
8.83034331022703,7.25417973023621,12.0331186011873,1,0,1,0,1,6.036212172654444
9.28311811702697,5.84982292259726,12.5798829619507,1,0,0,0,1,5.300162274132754
8.82250122245274,6.04436021950126,12.0236420000628,1,0,0,0,1,5.896196279044043
8.25701322265971,4.41720757994672,11.0008388894044,1,0,1,0,1,5.152427340857888
7.78780066929177,5.0783316001195,10.4342194000481,1,0,0,0,1,5.079876673709276
10.7129274988683,7.33013435988546,13.9601009199123,0,0,1,0,1,5.634512015109101
10.1722575035694,10.4928257459334,12.9672689089854,0,0,1,0,1,4.522878745280337
10.1968491582928,11.4814930211934,12.9969659044006,0,0,0,0,1,4.672028376376989
8.75872541902015,4.17851017214103,11.6067049476384,1,0,0,0,1,6.070581074285707
7.80092428046692,5.89881827563907,10.4489436806082,1,0,0,0,1,5.139063379299906
7.79599808518999,4.1773775004801,10.4441223562769,1,0,0,0,1,6.337242168318426
7.78932381894525,4.76135977927028,10.4337366683131,1,0,0,0,1,6.1938200260161125
7.77965315126794,4.31010984130504,10.4243772770998,1,0,0,0,1,5.91721462968355
7.77151499507898,7.63286529721664,10.4145496396871,1,0,0,0,1,5.531652669587842
12.1216752282123,6.85631346153616,15.3190621773831,0,0,0,0,1,4.522878745280337
12.1279141000479,6.10865142317141,15.3289151466529,0,0,0,0,1,4.522878745280337
12.1773811089185,7.52099432655942,15.3886515139559,0,0,0,0,1,5.023650020996727
11.1984017332056,8.47166051949165,14.5463574051309,0,0,0,0,1,5.133122185662502
10.7295960936722,7.63956965353762,13.9802277150329,0,0,0,0,1,4.799149501908922
10.7129587653603,7.41335093487665,13.9601364761305,0,0,0,0,1,5.350665141287858
11.1906138775583,7.5709899616322,14.5369548250319,0,0,1,0,1,5.367542707815276
11.1737110611504,7.5937229238676,14.5165425398504,0,0,0,0,1,5.521433504406157
10.696705968775,9.24576371469549,13.9405132244761,0,0,1,0,1,5.681936665037238
8.79744899697671,7.35246272587387,11.9933919600203,1,0,1,1,1,5.36251027048749
9.26656091779549,5.72863680591589,12.5598884881587,1,0,0,0,1,5.333482019445119
9.27480015626778,5.99774543738013,12.5698397826287,1,0,1,0,1,5.281498311132726
9.27465316368582,6.01917275808621,12.5696622743874,1,0,0,0,1,5.958607314841775
8.79740124603305,7.67465012713546,11.9933344487201,1,0,1,0,1,5.042871802323187
8.81395664229547,5.74532443308025,12.0133253207396,1,0,1,0,1,4.9503943874050265
10.4832244330193,5.76776968595774,14.029131349136,1,0,0,0,1,5.568636235841013
10.5077326517065,6.74191192020244,14.0587274779915,1,0,0,0,1,5.522878745280337
10.2225558019344,8.41010748473593,13.3690706910632,0,0,1,0,1,5.701146923590294
9.26797202954885,8.40208308234686,12.2163227136793,0,0,1,0,1,5.235077015350112
9.26464155757283,8.44556026587031,12.2111665799684,0,0,1,0,1,6.769551078621726
9.26813609417021,8.66476862629382,12.2165139011443,0,0,1,0,1,5.723538195826756
9.24371860845036,12.2236174495587,12.1870268960093,0,0,1,0,1,7.221848749616356
9.27633136314282,9.40252110984434,12.226413535398,0,0,1,1,1,5.809668301829708
8.77432521483021,13.0576003935109,11.6201902616475,0,0,1,2,1,6.4089353929735005
10.4687055911933,8.7894912060282,13.6663216257446,0,0,1,0,1,5.703334809738469
7.80413004158781,4.69389736096567,10.4539404007343,1,0,0,0,1,5.671620396561262
10.2473465119723,3.92783036673381,13.4020448758408,1,0,0,0,1,4.997402019280091
8.27339472824774,8.58302586606068,11.0206242730204,1,0,1,0,1,4.861697301833718
7.78784705802137,4.30590187745212,10.434273991519,1,0,0,0,1,5.85078088734462
10.2289068018143,4.51905359716149,13.3820959854865,1,0,0,0,1,6.086186147616283
8.24883811929938,8.87522660955341,10.9909697120554,1,0,0,0,1,6.366531544420414
10.2620974983121,4.90384752888746,13.4221770779692,1,0,0,0,1,5.4156687756324695
8.22030173295449,6.08690495273035,10.6122883694701,0,0,0,1,1,5.966576244513051
8.71081141139838,11.3946185105846,11.2035679719266,0,0,1,1,3,5.823908740944319
9.72887828893943,8.41480070813283,12.7729057263704,0,1,1,0,1,5.425968732272281
9.73711752741172,10.4989437626288,12.7828570208404,0,0,1,0,1,6.356547323513813
11.0329754677354,7.52675684018265,14.3530893172773,1,0,0,0,1,5.812479279163537
8.69452623605934,6.2009944613585,11.1838989167171,0,0,1,1,1,6.251811972993799
8.22541787984285,8.25170307774669,10.6174057050192,0,0,0,1,1,5.935542010773082
8.23663543153832,6.48857946916724,10.6320160642013,0,0,0,1,1,5.943095148663527
9.73708058023522,13.8344123653612,12.782815480899,0,0,1,0,3,6.022276394711152
8.69453748956066,10.6416462128534,11.1839155839153,0,0,0,1,2,6.356547323513813
9.72889962862918,13.0879570551315,12.7729366129167,0,0,1,0,2,5.421360790031928
11.7085680276672,8.71224402863932,15.1635795040212,0,0,1,0,1,6.920818753952375
10.2145904323458,6.89840840065114,13.3594469251807,0,0,1,0,1,5.85078088734462
9.25157982356512,6.89038741221427,12.1965222511903,0,0,1,0,1,5.7121982700697735
9.22699793912308,10.7280362821631,12.1668302303633,0,0,1,0,1,7.522878745280337
10.6582816928904,6.29670296604959,13.5553284190966,0,0,0,1,1,5.785156151952302
9.70460743756142,7.59906430237867,12.4002111146394,0,0,0,0,1,4.522878745280337
9.70313202401916,6.38556868878528,12.400751338529,0,0,0,1,1,5.094743951251549
9.22582663637748,10.072860514864,11.8243571525429,0,0,0,2,1,5.13430394008393
10.1986537517215,4.00025798391711,13.3432434951215,1,0,0,0,1,5.563837352959244
9.1962866330976,5.97912362079183,11.7898231820908,0,0,0,1,1,5.935542010773082
8.2335110985845,5.98482287829886,10.6271823835845,0,0,0,1,1,6.346787486224656
9.18814711471047,5.37476244938612,11.7799926248646,0,0,0,0,1,5.739928612014925
8.23355793705851,5.35109891711781,10.627237670905,0,0,0,0,1,5.790484985457369
8.22023946253054,5.60042197414275,10.612209779205,0,0,0,0,1,6.180456064458132
9.42620406652397,5.74217567595832,12.0674702449832,0,0,0,0,1,5.554395796726403
8.70255708509741,5.36400476278948,11.193594054279,0,1,0,0,1,5.7447274948966935
10.9039271493994,5.93262565714652,13.8508286201294,0,0,0,0,1,5.150580586203101
8.22535792678484,6.23378817629745,10.6173301255246,0,0,0,1,1,6.045757490560675
8.20089224282472,9.80667271839485,10.5877849163962,0,0,0,1,1,5.939302159646388
9.74515689169971,8.63914385347993,12.7925653571546,0,0,1,0,1,5.563837352959244
9.25163105220605,10.6980177181425,12.1965851434729,0,0,1,0,1,6.958607314841775
9.27604798946475,8.8394695449015,12.2260726876096,0,0,1,0,1,6.3872161432802645
9.26785257087754,8.42225051257109,12.2161728218616,0,0,1,0,1,6.096910013008056
8.22516132057304,6.3668575177433,10.6170935209586,0,0,0,1,1,5.543633966870957
9.2349581313825,7.89084676098625,12.1764459859786,0,0,1,1,1,5.892790030352131
8.70266617755186,5.58783454705221,11.1937279295333,0,0,1,0,1,5.795880017344075
10.1562144601833,5.76505025801255,12.9478911052894,0,1,0,0,1,5.197226274708024
10.1725918696821,7.0455189364401,12.9676700563229,0,0,0,0,1,4.522878745280337
9.71150383930785,6.12815769228667,12.4108629466804,0,0,0,0,1,4.522878745280337
9.70330855254,5.75460659276429,12.4009632828444,0,0,0,0,1,4.522878745280337
10.4358043842258,7.27884056669693,13.6265848934646,0,0,1,0,1,5.935542010773082
9.73695638254148,8.98547567411211,12.7826576315036,0,0,1,0,1,6.251811972993799
9.69593651407238,7.12790391410092,12.7331220383409,0,0,1,0,1,5.756961951313706
9.24338240766126,9.18788376681967,12.1866192949559,0,0,1,0,1,8.0
8.23344809511039,7.6626775206033,10.6271012720314,0,0,0,0,1,6.259637310505756
8.22546022552577,6.95588621995425,10.6174562397494,0,0,0,2,1,6.050609993355088
7.73996848102244,10.6109655025497,10.0311762092161,0,0,0,3,1,5.889410289700751
9.4262076864709,6.36694615492661,12.0674758461396,0,0,0,1,1,6.008773924307505
8.69452155513166,5.95312505375282,11.1838916739391,0,1,0,1,1,6.309803919971486
8.71084835857489,8.0692519206404,11.203609511868,0,0,0,1,1,5.966576244513051
10.657783301644,5.75604649969539,13.5535851939474,0,0,0,0,1,4.522878745280337
9.71959759724723,5.71926281632982,12.4206390742886,0,0,0,0,1,5.100179497572904
9.2596611887393,8.95171275843277,12.2062792016882,0,0,1,0,1,7.221848749616356
8.23355173726738,5.99322101446916,10.6272280779497,0,0,0,0,1,6.337242168318426
8.22535656629745,5.37126918957568,10.6173285953444,0,0,0,0,1,5.609064892896621
8.72708396301229,11.8804199913294,11.2232174297688,0,0,1,0,3,5.987162775294828
